🐼看电视呗,#genre#
CCTV1综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$移动 | 回看
CCTV1综合,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226514/index.m3u8$移动 | 回看
CCTV2财经,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226540/index.m3u8$移动 | 回看
CCTV2财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8$移动 | 回看
CCTV3综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8$移动 | 回看
CCTV4中文国际,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/index.m3u8$移动 | 回看
CCTV4中文国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8$移动 | 回看
CCTV5体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8$移动 | 回看
CCTV5体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226469/index.m3u8$移动 | 回看
CCTV5+体育赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8$移动 | 回看
CCTV6电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8$移动 | 回看
CCTV7国防军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8$移动 | 回看
CCTV8电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$移动 | 回看
CCTV9纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8$移动 | 回看
CCTV10科教,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226473/index.m3u8$移动 | 回看
CCTV10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8$移动 | 回看
CCTV11戏曲,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8$移动 | 回看
CCTV11戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8$移动 | 回看
CCTV12社会与法,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226568/index.m3u8$移动 | 回看
CCTV12社会与法,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8$移动 | 回看
CCTV13新闻,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226571/index.m3u8$移动 | 回看
CCTV13新闻,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226537/index.m3u8$移动 | 回看
CCTV13新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8$移动 | 回看
CCTV14少儿,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226591/index.m3u8$移动 | 回看
CCTV14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8$移动 | 回看
CCTV15音乐,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226476/index.m3u8$移动 | 回看
CCTV15音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$移动 | 回看
CCTV16奥林匹克,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8$移动 | 回看
CCTV17农业农村,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8$移动 | 回看

CCTV1综合,http://183.207.248.71/PLTV/3/224/3221228213/1.m3u8$南京移动
CCTV2财经,http://183.207.248.71/PLTV/3/224/3221228300/1.m3u8$南京移动
CCTV3综艺,http://183.207.248.71/PLTV/3/224/3221228392/1.m3u8$南京移动
CCTV4中文国际,http://183.207.248.71/PLTV/3/224/3221227658/1.m3u8$南京移动
CCTV5体育,http://183.207.248.71/PLTV/3/224/3221228395/1.m3u8$南京移动
CCTV5+体育赛事,http://183.207.248.71/PLTV/3/224/3221228277/1.m3u8$南京移动
CCTV6电影,http://183.207.248.71/PLTV/3/224/3221228280/1.m3u8$南京移动
CCTV7国防军事,http://183.207.248.71/PLTV/3/224/3221227314/1.m3u8$南京移动
CCTV8电视剧,http://183.207.248.71/PLTV/3/224/3221228398/1.m3u8$南京移动
CCTV9纪录,http://183.207.248.71/PLTV/3/224/3221227659/1.m3u8$南京移动
CCTV10科教,http://183.207.248.71/PLTV/3/224/3221227620/1.m3u8$南京移动
CCTV11戏曲,http://183.207.248.71/PLTV/3/224/3221227720/1.m3u8$南京移动
CCTV12社会与法,http://183.207.248.71/PLTV/3/224/3221227655/1.m3u8$南京移动
CCTV13新闻,http://183.207.248.71/PLTV/3/224/3221228324/1.m3u8$南京移动
CCTV14少儿,http://183.207.248.71/PLTV/3/224/3221227693/1.m3u8$南京移动
CCTV15音乐,http://183.207.248.71/PLTV/3/224/3221227723/1.m3u8$南京移动
CCTV16奥林匹克,http://183.207.248.71/PLTV/3/224/3221228112/1.m3u8$南京移动
CCTV17农业农村,http://183.207.248.71/PLTV/3/224/3221227578/1.m3u8$南京移动

CCTV1综合,http://8.138.7.223/tv/bfgd.php?id=488$北方广电
CCTV2财经,http://8.138.7.223/tv/bfgd.php?id=061$北方广电
CCTV3综艺,http://8.138.7.223/tv/bfgd.php?id=062$北方广电
CCTV4中文国际,http://8.138.7.223/tv/bfgd.php?id=063$北方广电
CCTV5体育,http://8.138.7.223/tv/bfgd.php?id=064$北方广电
CCTV5+体育赛事,http://8.138.7.223/tv/bfgd.php?id=246$北方广电
CCTV6电影,http://8.138.7.223/tv/bfgd.php?id=065$北方广电
CCTV7国防军事,http://8.138.7.223/tv/bfgd.php?id=127$北方广电
CCTV8电视剧,http://8.138.7.223/tv/bfgd.php?id=066$北方广电
CCTV9纪录,http://8.138.7.223/tv/bfgd.php?id=128$北方广电
CCTV10科教,http://8.138.7.223/tv/bfgd.php?id=129$北方广电
CCTV11戏曲,http://8.138.7.223/tv/bfgd.php?id=130$北方广电
CCTV12社会与法,http://8.138.7.223/tv/bfgd.php?id=131$北方广电
CCTV13新闻,http://8.138.7.223/tv/bfgd.php?id=067$北方广电
CCTV14少儿,http://8.138.7.223/tv/bfgd.php?id=132$北方广电
CCTV15音乐,http://8.138.7.223/tv/bfgd.php?id=133$北方广电
CCTV17农业农村,http://8.138.7.223/tv/bfgd.php?id=204$北方广电

//中国教育电视台
CETV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8$移动 | 回看
CETV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8$移动 | 回看
CETV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8$移动 | 回看
CETV1,http://8.138.7.223/tv/cetv1.m3u8$央视频
CETV1,http://8.138.7.223/tv/zb/bjcucc.php?id=27$北京联通组播
CETV2,http://8.138.7.223/tv/zb/bjcucc.php?id=28$北京联通组播
CETV3,http://8.138.7.223/tv/zb/bjcucc.php?id=29$北京联通组播
CETV4,http://8.138.7.223/tv/zb/bjcucc.php?id=30$北京联通组播
CETV早期教育,
CETV1,http://gslbservzqhsw.itv.cmvideo.cn/5000000002000002652/1.m3u8?channel-id=bestzb&Contentid=5000000002000002652&livemode=1&stbId=3
CETV2,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266004&livemode=1&stbId=3
CETV4,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031126/index.m3u8?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000011000031126
CETV4,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031126/1.m3u8?channel-id=bestzb&Contentid=5000000011000031126&livemode=1&stbId=3

🐼全国卫视,#genre#

东方卫视,http://8.138.7.223/tv/migu.php?id=dfws$咪咕直播
吉林卫视,http://8.138.7.223/tv/migu.php?id=jlws$咪咕直播
辽宁卫视,http://8.138.7.223/tv/migu.php?id=lnws$咪咕直播
内蒙古卫视,http://8.138.7.223/tv/migu.php?id=nmws$咪咕直播
甘肃卫视,http://8.138.7.223/tv/migu.php?id=gsws$咪咕直播
青海卫视,http://8.138.7.223/tv/migu.php?id=qhws$咪咕直播
陕西卫视,http://8.138.7.223/tv/migu.php?id=sxws$咪咕直播
山东卫视,http://8.138.7.223/tv/migu.php?id=sdws$咪咕直播
河南卫视,http://8.138.7.223/tv/migu.php?id=hnws$咪咕直播
湖北卫视,http://8.138.7.223/tv/migu.php?id=hubws$咪咕直播
江西卫视,http://8.138.7.223/tv/migu.php?id=jxws$咪咕直播
江苏卫视,http://8.138.7.223/tv/migu.php?id=jsws$咪咕直播
海峡卫视,http://8.138.7.223/tv/migu.php?id=hxws$咪咕直播
广东卫视,http://8.138.7.223/tv/migu.php?id=gdws$咪咕直播
大湾区卫视,http://8.138.7.223/tv/migu.php?id=dwqws$咪咕直播
广西卫视,http://8.138.7.223/tv/migu.php?id=gxws$咪咕直播
云南卫视,http://8.138.7.223/tv/migu.php?id=ynws$咪咕直播
贵州卫视,http://8.138.7.223/tv/migu.php?id=gzws$咪咕直播
新疆卫视,http://8.138.7.223/tv/migu.php?id=xjws$咪咕直播
西藏卫视,http://8.138.7.223/tv/migu.php?id=xzws$咪咕直播
海南卫视,http://8.138.7.223/tv/migu.php?id=hinws$咪咕直播

大湾区卫视,http://8.138.7.223/tv/dwqws.m3u8
云南卫视,http://8.138.7.223/tv/ynws.m3u8
广东卫视,http://8.138.7.223/tv/gdws.m3u8

北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8$移动 | 回看
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8$移动 | 回看
北京卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226251/index.m3u8$移动 | 回看
天津卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226459/index.m3u8$移动 | 回看
天津卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225740/index.m3u8$移动 | 回看
天津卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226395/index.m3u8$移动 | 回看
河北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226406/index.m3u8$移动 | 回看
河北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225623/index.m3u8$移动 | 回看
河北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226448/index.m3u8$移动 | 回看
山西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225624/index.m3u8$移动 | 回看
山西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226392/index.m3u8$移动 | 回看
内蒙古卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225634/index.m3u8$移动 | 回看
内蒙古卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226389/index.m3u8$移动 | 回看
辽宁卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226546/index.m3u8$移动 | 回看
辽宁卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225619/index.m3u8$移动 | 回看
辽宁卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226254/index.m3u8$移动 | 回看
吉林卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226397/index.m3u8$移动 | 回看
吉林卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226386/index.m3u8$移动 | 回看
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226327/index.m3u8$移动 | 回看
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226419/index.m3u8$移动 | 回看
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226467/index.m3u8$移动 | 回看
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226525/index.m3u8$移动 | 回看
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226531/index.m3u8$移动 | 回看
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226532/index.m3u8$移动 | 回看
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226582/index.m3u8$移动 | 回看
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226585/index.m3u8$移动 | 回看
黑龙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226421/index.m3u8$移动 | 回看
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8$移动 | 回看
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8$移动 | 回看
东方卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226336/index.m3u8$移动 | 回看
江苏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226310/index.m3u8$移动 | 回看
江苏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225613/index.m3u8$移动 | 回看
江苏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226495/index.m3u8$移动 | 回看
浙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226339/index.m3u8$移动 | 回看
浙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225612/index.m3u8$移动 | 回看
浙江卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226342/index.m3u8$移动 | 回看
海南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226465/index.m3u8$移动 | 回看
安徽卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226391/index.m3u8$移动 | 回看
安徽卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226498/index.m3u8$移动 | 回看
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8$移动 | 回看
东南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225620/index.m3u8$移动 | 回看
东南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226377/index.m3u8$移动 | 回看
江西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226344/index.m3u8$移动 | 回看
江西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226504/index.m3u8$移动 | 回看
山东卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226456/index.m3u8$移动 | 回看
山东卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226507/index.m3u8$移动 | 回看
河南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226480/index.m3u8$移动 | 回看
河南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226320/index.m3u8$移动 | 回看
湖北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226477/index.m3u8$移动 | 回看
湖北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225627/index.m3u8$移动 | 回看
湖北卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226501/index.m3u8$移动 | 回看
湖南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226307/index.m3u8$移动 | 回看
湖南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225610/index.m3u8$移动 | 回看
湖南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226430/index.m3u8$移动 | 回看
广东卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226248/index.m3u8$移动 | 回看
广东卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226374/index.m3u8$移动 | 回看
广西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226549/index.m3u8$移动 | 回看
广西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226380/index.m3u8$移动 | 回看
海南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226445/index.m3u8$移动 | 回看
海南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225639/index.m3u8$移动 | 回看
重庆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226409/index.m3u8$移动 | 回看
重庆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225618/index.m3u8$移动 | 回看
重庆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226463/index.m3u8$移动 | 回看
四川卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226338/index.m3u8$移动 | 回看
四川卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226513/index.m3u8$移动 | 回看
贵州卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226474/index.m3u8$移动 | 回看
贵州卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225626/index.m3u8$移动 | 回看
贵州卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226383/index.m3u8$移动 | 回看
云南卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226444/index.m3u8$移动 | 回看
西藏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226433/index.m3u8$移动 | 回看
西藏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225638/index.m3u8$移动 | 回看
陕西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225625/index.m3u8$移动 | 回看
陕西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226457/index.m3u8$移动 | 回看
甘肃卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225633/index.m3u8$移动 | 回看
甘肃卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226522/index.m3u8$移动 | 回看
青海卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225628/index.m3u8$移动 | 回看
青海卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226323/index.m3u8$移动 | 回看
宁夏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225632/index.m3u8$移动 | 回看
宁夏卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226454/index.m3u8$移动 | 回看
新疆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225635/index.m3u8$移动 | 回看
新疆卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226460/index.m3u8$移动 | 回看
延边卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226516/index.m3u8$移动 | 回看
海峡卫视
厦门卫视
大湾区卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226442/index.m3u8$移动 | 回看
深圳卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226313/index.m3u8$移动 | 回看
深圳卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225739/index.m3u8$移动 | 回看
深圳卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226510/index.m3u8$移动 | 回看
三沙卫视
康巴卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225660/index.m3u8$移动 | 回看
农林卫视
安多卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225659/index.m3u8$移动 | 回看
兵团卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226439/index.m3u8$移动 | 回看
卡酷少儿,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225654/index.m3u8$移动 | 回看
哈哈炫动,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225657/index.m3u8$移动 | 回看
优漫卡通,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225656/index.m3u8$移动 | 回看
金鹰卡通,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225653/index.m3u8$移动 | 回看
山东教育卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225655/index.m3u8$移动 | 回看

重庆卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=77$北京联通组播HD
江西卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=78$北京联通组播HD
湖南卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=79$北京联通组播HD
黑龙江卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=80$北京联通组播HD
深圳卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=81$北京联通组播HD
江苏卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=82$北京联通组播HD
东方卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=83$北京联通组播HD
浙江卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=84$北京联通组播HD
湖北卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=85$北京联通组播HD
天津卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=86$北京联通组播HD
广东卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=87$北京联通组播HD
东南卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=88$北京联通组播HD
山东卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=89$北京联通组播HD
辽宁卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=90$北京联通组播HD
安徽卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=91$北京联通组播HD
河北卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=92$北京联通组播HD
贵州卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=93$北京联通组播HD

山东教育卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=123$北京联通组播
厦门卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=124$北京联通组播
兵团卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=125$北京联通组播
三沙卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=126$北京联通组播
云南卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=127$北京联通组播
河南卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=128$北京联通组播
四川卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=129$北京联通组播
广西卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=130$北京联通组播
吉林卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=131$北京联通组播
陕西卫视,http://8.138.7.223/tv/zb/bjcucc.php?id=132$北京联通组播
