测试公告,#genre#
天网,http://zby.xjqxz.top/tw/live.m3u8
探索发现,http://zby.xjqxz.top/tsfx/live.m3u8
纪录片1,http://zby.xjqxz.top/jlp1/live.m3u8
更新2024-12-14,https://api.lq.mba/api/dm-xjj
更新2024-12-14,https://api.yujn.cn/api/duilian.php?type=video
更新2024-12-14,https://api.kuleu.com/api/xjj?type=string
更新2024-12-14,http://api.yujn.cn/api/juhexjj.php?type=video
更新2024-12-14,http://api.yujn.cn/api/jiepai.php?type=video

戏曲频道,#genre#
梨园频道,http://115.48.61.28:9901/tsfile/live/1015_1.m3u8$『线路1』
梨园频道,http://222.142.65.165:9901/tsfile/live/1014_1.m3u8$『线路2』
梨园频道,http://114.105.185.143:9901/tsfile/live/1052_1.m3u8$『线路3』
梨园频道,http://222.142.70.7:9901/tsfile/live/1014_1.m3u8$『线路5』
梨园频道,http://222.142.75.203:9901/tsfile/live/1014_1.m3u8$『线路6』
戏曲精选,http://wouu.net:9977/udp/239.93.0.144:5140$『线路1』
东森戏剧,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvdrama$
龙华戏剧,http://litv.zapi.us.kg/?id=litv-longturn18$『线路1』
龙华戏剧,https://litv.zapi.us.kg/?id=litv-longturn18$『线路2』
龙华戏剧,http://ku9.fr.to/smt.php?id=lunghuaxiju_twn$『线路8』
龙华戏剧,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lunghuaxiju_twn$『线路9』
龙华戏剧,https://dingyue.mytvsuper.xyz/oufei/ofiii_all.php?id=litv-longturn18$『线路10』
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8$『线路1』
三立戏剧,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sanlixiju_twn$『线路6』
三立戏剧,http://ku9.fr.to/smt.php?id=sanlixiju_twn$『线路7』
三立戏剧,https://stream1.freetv.fun/san-li-xi-ju-1.m3u8$『线路8』
七彩戏剧,http://223.166.234.114:7777/tsfile/live/1034_1.m3u8$『线路1』
七彩戏剧,http://223.166.234.149:7777/tsfile/live/1034_1.m3u8$『线路2』
七彩戏剧,http://223.166.234.19:7777/tsfile/live/1034_1.m3u8$『线路4』
七彩戏剧,http://223.166.234.215:7777/tsfile/live/1034_1.m3u8$『线路7』
公视戏剧,http://litv.zapi.us.kg/?id=4gtv-4gtv042$『线路1』
公视戏剧,https://litv.zapi.us.kg/?id=4gtv-4gtv042$『线路2』
岭南戏剧,http://222.218.159.110:8181/tsfile/live/1006_1.m3u8$『线路1』
岭南戏剧,http://219.159.194.4:8181/tsfile/live/1006_1.m3u8$『线路2』
岭南戏剧,http://113.15.185.171:8181/tsfile/live/1006_1.m3u8$『线路3』
岭南戏剧,http://113.15.185.67:8181/tsfile/live/1006_1.m3u8$『线路4』
岭南戏剧,http://222.218.158.217:8181/tsfile/live/1006_1.m3u8$『线路6』

央视频道,#genre#
CCTV-1综合,http://39.135.133.180:80/wh7f454c46tw256792780_487141431/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?icpid=88888888&RTS=1714040100&from=23&hms_devid=1250&online=1714040100&vqe=3#http://39.135.133.172:80/wh7f454c46tw272241335_-1807178243/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?icpid=88888888&RTS=1714040115&from=23&hms_devid=1242&online=1714040115&vqe=3#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8#http://39.135.133.136/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1229&online=1717695524&vqe=3#http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2财经,http://39.135.133.170:80/wh7f454c46tw285347486_-1201057984/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8?icpid=88888888&RTS=1714040128&from=23&hms_devid=1254&online=1714040128&vqe=3#http://39.135.133.143/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1236&online=1717695767&vqe=3#http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0#https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8#http://220.164.192.48:50085/tsfile/live/0003_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225588/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8#http://111.160.17.2:59901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=1&authid=0#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV-3综艺,http://39.135.133.178/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1248&online=1717696146&vqe=3#http://39.135.133.157:80/wh7f454c46tw298342481_851939037/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8?icpid=88888888&RTS=1714040141&from=23&hms_devid=1247&online=1714040141&vqe=3#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8#http://1.31.106.236:59901/tsfile/live/0003_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0#http://dassby.qqff.top:99/live/cctv3/index.m3u8#http://220.164.192.48:50085/tsfile/live/0004_1.m3u8#http://124.116.183.146:9901/tsfile/live/0003_1.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8
CCTV-4中文国际,http://39.135.133.161/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1244&online=1717696208&vqe=3#http://220.164.192.48:50085/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226007/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8?token=512df05ba47edb46400575c93e179adb799e3e691d5d011d0ed48d88cd5567d251224f859886a31052d1acc80876d7d0136a0cb8b69d1a1e31d90238f053fd407dba22c9a77006e5df2886a9955ac7e7867c#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8?key=eyJ0b2tlbiI6ImtMRE8zMUNjRVF1emRNd3laOE1teG9RRXZ5MHR2VDIiwidXNlciI6Ijg0NTgwNjYwYzY3MTU1NDk1ZDhlN2M0NzdhNmFkMzJmIiwibWFjIjoiNEQ6MkQ6QTE6MzQ6MzU6QkMiLCJhbmRyb2lkaWQiOiI4MzhkMzBmYTdi
CCTV-4中文国际美洲,https://ldocctvwbcdbd.a.bdydns.com/ldocctvwbcd/cdrmldcctvamerica_1/index.m3u8?#https://ldocctvwbcdbd.a.bdydns.com/ldocctvwbcd/cdrmldcctvamerica_1/index.m3u8?b=200-2100
CCTV-5体育,http://39.135.133.168/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1243&online=1717738687&vqe=3#http://39.135.133.178:80/wh7f454c46tw369347568_-1218004813/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8?icpid=88888888&RTS=1714040212&from=23&hms_devid=1248&online=1714040212&vqe=3#http://39.134.64.179:6610/PLTV/88888888/224/3221225603/index.m3u8?#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8#http://60.223.224.176:8888/newlive/live/hls/7/live.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8?token=512df05ba47edb46400575c93e179adb799e3e691d5d011d0ed48d88cd5567d251224f859886a31052d1acc80876d7d0136a0cb8b69d1a1e31d90238f053fd407dba22caa5720de5df2886a9955ac7e7867c#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8?token=512df05ba47edb46400575c93e179adb799e3e691d5d011d0ed48d88cd5567d251224f859886a31052d1acc80876d7d0136a0cb8b69d1a1e31d90238f053fd407dba22c9a37307e5df2886a9955ac7e7867c
CCTV-5⁺体育赛事,http://113.15.109.216:59901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0#https://pi.0472.org/live/cctv5p.m3u8?token=240411#http://60.209.125.254:352/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6电影,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0#http://39.135.133.176:80/wh7f454c46tw399351868_1026747086/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8?icpid=88888888&RTS=1714040242&from=23&hms_devid=1241&online=1714040242&vqe=3#http://39.135.133.162/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1253&online=1717696365&vqe=3#http://202.100.46.58:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0#http://110.7.128.148:9901/tsfile/live/0006_1.m3u8#http://1.31.106.236:59901/tsfile/live/0006_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0#http://61.136.67.238:50085/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0#http://220.164.192.48:50085/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0#http://220.164.192.48:50085/tsfile/live/0007_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0#http://dassby.qqff.top:99/live/CCTV6高清/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8#http://220.164.192.48:50085/tsfile/live/0007_1.m3u8#http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8?token=512df05ba47edb46400575c93e179adb799e3e691d5d011d0ed48d88cd5567d251224f859886a31052d1acc80876d7d0136a0cb8b69d1a1e31d90238f053fd407dba22c9a3730ee5df2886a9955ac7e7867c#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8
CCTV-7国防军事,http://39.135.133.176:80/wh7f454c46tw437789390_-984977601/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8?icpid=88888888&RTS=1714040281&from=23&hms_devid=1241&online=1714040281&vqe=3#http://39.135.133.167/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1249&online=1717696414&vqe=3#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8?key=eyJ0b2tlbiI6ImtMRE8zMUNjRVF1emRNd3laOE1teG9RRXZ5MHR2VDIiwidXNlciI6Ijg0NTgwNjYwYzY3MTU1NDk1ZDhlN2M0NzdhNmFkMzJmIiwibWFjIjoiNEQ6MkQ6QTE6MzQ6MzU6QkMiLCJhbmRyb2lkaWQiOiI4MzhkMzBmYTdi#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8#http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0#http://pi.0472.org/live/cctv7.m3u8?token=240413#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8?token=512df05ba47edb46400575c93e179adb799e3e691d5d011d0ed48d88cd5567d251224f859886a31052d1acc80876d7d0136a0cb8b69d1a1e31d90238f053fd407dba22caa4710de5df2886a9955ac7e7867c#http://220.164.192.48:50085/tsfile/live/0008_1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV-8电视剧,http://111.29.9.46:6610/000000001000/1000000001000003736/index.m3u8?channel-id=ystenlive&Contentid=1000000001000003736&livemode=1&stbId=3#http://39.135.133.177:80/wh7f454c46tw454495800_-1291524266/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?icpid=88888888&RTS=1714040297&from=23&hms_devid=1241&online=1714040297&vqe=3#http://39.135.133.156/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1247&online=1717696479&vqe=3#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?token=512df05ba47edb46400575c93e179adb799e3e691d5d011d0ed48d88cd5567d251224f859886a31052d1acc80876d7d0136a0cb8b69d1a1e31d90238f053fd407dba22c9a37206e5df2886a9955ac7e7867c#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8?key=eyJ0b2tlbiI6ImtMRE8zMUNjRVF1emRNd3laOE1teG9RRXZ5MHR2VDIiwidXNlciI6Ijg0NTgwNjYwYzY3MTU1NDk1ZDhlN2M0NzdhNmFkMzJmIiwibWFjIjoiNEQ6MkQ6QTE6MzQ6MzU6QkMiLCJhbmRyb2lkaWQiOiI4MzhkMzBmYTdi#http://220.164.192.48:50085/tsfile/live/0009_1.m3u8#http://220.164.192.48:50085/tsfile/live/0009_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/index.m3u8
CCTV-9纪录,http://183.223.157.123:85/tsfile/live/0009_1.m3u8?key=txiptv#http://111.29.9.33:6610/000000001000/1000000001000028286/index.m3u8?channel-id=ystenlive&Contentid=1000000001000028286&livemode=1&stbId=3#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8?key=eyJ0b2tlbiI6ImtMRE8zMUNjRVF1emRNd3laOE1teG9RRXZ5MHR2VDIiwidXNlciI6Ijg0NTgwNjYwYzY3MTU1NDk1ZDhlN2M0NzdhNmFkMzJmIiwibWFjIjoiNEQ6MkQ6QTE6MzQ6MzU6QkMiLCJhbmRyb2lkaWQiOiI4MzhkMzBmYTdi#http://111.29.9.47:6610/000000001000/1000000001000014583/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=3#http://116.128.242.83:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.135.133.168/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1243&online=1717696525&vqe=3#https://pi.0472.org/live/cctv9.m3u8?token=162210#http://39.164.160.249:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8?token=512df05ba47edb46400575c93e179adb799e3e691d5d011d0ed48d88cd5567d251224f859886a31052d1acc80876d7d0136a0cb8b69d1a1e31d90238f053fd407dba22caa4710ae5df2886a9955ac7e7867c#http://39.135.133.168:80/wh7f454c46tw466029348_417694941/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8?icpid=88888888&RTS=1714040309&from=23&hms_devid=1243&online=1714040309&vqe=3#http://183.223.157.33:9901/tsfile/live/0009_1.m3u8?key=txiptv#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225734/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10科教,http://39.135.133.169/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1243&online=1717696564&vqe=3#http://39.135.133.174:80/wh7f454c46tw488602822_-856237256/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8?icpid=88888888&RTS=1714040332&from=23&hms_devid=1252&online=1714040332&vqe=3#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8#http://220.164.192.48:50085/tsfile/live/0011_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226473/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8?token=512df05ba47edb46400575c93e179adb799e3e691d5d011d0ed48d88cd5567d251224f859886a31052d1acc80876d7d0136a0cb8b69d1a1e31d90238f053fd407dba22caa4710ee5df2886a9955ac7e7867c#http://39.135.133.147:80/wh7f454c46tw477118058_1806413306/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8?icpid=88888888&RTS=1714040320&from=23&hms_devid=1231&online=1714040320&vqe=3#http://111.160.17.2:59901/tsfile/live/0001_11.m3u8?key=txiptv&playlive=1&authid=0#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8#http://39.164.160.249:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0#https://pi.0472.org/hls/cctv10.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8?key=eyJ0b2tlbiI6ImtMRE8zMUNjRVF1emRNd3laOE1teG9RRXZ5MHR2VDIiwidXNlciI6Ijg0NTgwNjYwYzY3MTU1NDk1ZDhlN2M0NzdhNmFkMzJmIiwibWFjIjoiNEQ6MkQ6QTE6MzQ6MzU6QkMiLCJhbmRyb2lkaWQiOiI4MzhkMzBmYTdi#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/index.m3u8
CCTV-11戏曲,https://ldocctvwbcdbd.a.bdydns.com/ldocctvwbcd/cdrmldcctv11_1/index.m3u8?BR=td#http://39.135.133.162/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1253&online=1717696637&vqe=3#http://39.164.160.249:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.160.249:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0&http://58.19.13.92:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225597/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8#http://111.160.17.2:59901/tsfile/live/0001_12.m3u8?key=txiptv&playlive=1&authid=0#http://123.138.22.30:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8
CCTV-12社会与法,http://39.164.160.249:9901/tsfile/live/0012_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0#http://219.147.200.9:18080/newlive/live/hls/12/live.m3u8#http://39.135.133.162/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1253&online=1717696670&vqe=3#http://111.160.17.2:59901/tsfile/live/0001_13.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0&http://58.19.13.92:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.135.133.170:80/wh7f454c46tw499980555_-2143813616/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8?icpid=88888888&RTS=1714040343&from=23&hms_devid=1254&online=1714040343&vqe=3#http://59.48.75.130:3052/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0#http://59.48.75.130:3052/tsfile/live/0012_1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226568/index.m3u8#http://39.164.160.249:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0#http://iptv.10086.fund:23334/PLTV/88888888/224/3221227377/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8#http://39.164.160.249:9901/tsfile/live/0012_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0&amp;http://58.19.13.92:9901/tsfile/live/1011_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8?token=512df05ba47edb46400575c93e179adb799e3e691d5d011d0ed48d88cd5567d251224f859886a31052d1acc80876d7d0136a0cb8b69d1a1e31d90238f053fd407dba22caa4710fe5df2886a9955ac7e7867c#http://60.223.224.176:8888/newlive/live/hls/14/live.m3u8#http://220.164.192.48:50085/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0#http://58.48.5.186:1111/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
